fid,name,system,sign,price,horizon,window,slice,n,n_eff,ic,lo,hi,signed_ic,sign_ok,ci_excludes_0,status
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,180,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,180,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,180,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,180,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,180,holdout,full,784,4.4,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,365,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,365,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,bv,365,holdout,full,599,1.6,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,1,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,1,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,1,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,1,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,1,holdout,full,963,963.0,0.0159,-0.0259,0.0554,0.0159,True,False,ok
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,7,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,7,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,7,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,7,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,7,holdout,full,957,136.7,0.0041,-0.1148,0.1277,0.0041,True,False,ok
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,30,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,30,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,30,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,30,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,30,holdout,full,934,31.1,-0.1274,-0.3087,0.0281,-0.1274,False,False,ok
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,90,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,90,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,90,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,90,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,90,holdout,full,874,9.7,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,180,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,180,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,180,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,180,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,180,holdout,full,784,4.4,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,365,dev,full,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,365,dev,ex_2017,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
M117,US spot ETF net flow 30d sum (US$m),regime,1,cm,365,holdout,full,599,1.6,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,1,dev,full,1794,1794.0,0.0327,-0.01,0.0739,-0.0327,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,1,dev,ex_2020-03_2022-01,1091,1091.0,0.0003,-0.0555,0.065,-0.0003,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,1,dev,ex_2017,1794,1794.0,0.0327,-0.0088,0.0753,-0.0327,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,1,dev,since_2022,364,364.0,-0.0552,-0.1358,0.0131,0.0552,True,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,1,holdout,full,1329,1329.0,0.0021,-0.0392,0.0421,-0.0021,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,7,dev,full,1788,255.4,0.0446,-0.0566,0.128,-0.0446,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,7,dev,ex_2020-03_2022-01,1079,154.1,-0.0522,-0.1868,0.0713,0.0522,True,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,7,dev,ex_2017,1788,255.4,0.0446,-0.0563,0.1287,-0.0446,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,7,dev,since_2022,358,51.1,-0.184,-0.3529,-0.0432,0.184,True,True,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,7,holdout,full,1323,189.0,-0.0062,-0.114,0.0911,0.0062,True,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,30,dev,full,1765,58.8,0.0842,-0.0934,0.2544,-0.0842,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,30,dev,ex_2020-03_2022-01,1033,34.4,0.0234,-0.2262,0.2353,-0.0234,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,30,dev,ex_2017,1765,58.8,0.0842,-0.1058,0.238,-0.0842,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,30,holdout,full,1300,43.3,-0.0106,-0.1877,0.1566,0.0106,True,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,90,dev,full,1705,18.9,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,90,dev,ex_2020-03_2022-01,913,10.1,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,90,dev,ex_2017,1705,18.9,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,180,dev,full,1615,9.0,0.1834,-0.1402,0.3699,-0.1834,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,180,dev,ex_2020-03_2022-01,733,4.1,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,180,dev,ex_2017,1615,9.0,0.1834,-0.1397,0.3852,-0.1834,False,False,ok
M096t,Fear & Greed level (tactical),tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,365,dev,full,1430,3.9,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,365,dev,ex_2020-03_2022-01,394,1.1,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,365,dev,ex_2017,1430,3.9,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M096t,Fear & Greed level (tactical),tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
C002,Trend control: price above SMA200 (CM),control,0,cm,1,dev,full,4548,4548.0,0.0567,0.0289,0.0826,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,1,dev,ex_2020-03_2022-01,3845,3845.0,0.0657,0.0363,0.0947,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,1,dev,ex_2017,4182,4182.0,0.0486,0.0218,0.0751,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,1,dev,since_2022,364,364.0,,,,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,1,holdout,full,1329,1329.0,0.0004,-0.0469,0.0327,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,7,dev,full,4542,648.9,0.0813,0.0215,0.1468,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,7,dev,ex_2020-03_2022-01,3833,547.6,0.0997,0.0334,0.1653,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,7,dev,ex_2017,4170,595.7,0.0613,0.0025,0.131,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,7,dev,since_2022,358,51.1,,,,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,7,holdout,full,1323,189.0,-0.0231,-0.122,0.0727,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,30,dev,full,4519,150.6,0.1049,0.005,0.2046,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,30,dev,ex_2020-03_2022-01,3787,126.2,0.1423,0.0137,0.2589,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,30,dev,ex_2017,4124,137.5,0.068,-0.0266,0.1761,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
C002,Trend control: price above SMA200 (CM),control,0,cm,30,holdout,full,1300,43.3,-0.0542,-0.2193,0.1105,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,90,dev,full,4459,49.5,0.1751,-0.0011,0.3458,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,90,dev,ex_2020-03_2022-01,3667,40.7,0.2131,0.0362,0.3948,,,True,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,90,dev,ex_2017,4004,44.5,0.1238,-0.0535,0.3018,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
C002,Trend control: price above SMA200 (CM),control,0,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
C002,Trend control: price above SMA200 (CM),control,0,cm,180,dev,full,4369,24.3,0.2146,-0.0214,0.4208,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,180,dev,ex_2020-03_2022-01,3487,19.4,0.2173,-0.047,0.4539,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,180,dev,ex_2017,3824,21.2,0.1644,-0.0663,0.3865,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
C002,Trend control: price above SMA200 (CM),control,0,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
C002,Trend control: price above SMA200 (CM),control,0,cm,365,dev,full,4184,11.5,0.1027,-0.1749,0.3702,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,365,dev,ex_2020-03_2022-01,3148,8.6,0.1866,-0.1222,0.425,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,365,dev,ex_2017,3454,9.5,0.0324,-0.2596,0.3329,,,False,ok
C002,Trend control: price above SMA200 (CM),control,0,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
C002,Trend control: price above SMA200 (CM),control,0,cm,365,holdout,full,965,2.6,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,1,dev,full,1948,1948.0,0.0285,-0.0143,0.065,-0.0285,False,False,ok
M017,RSI 14,tactical,-1,bv,1,dev,ex_2020-03_2022-01,1245,1245.0,0.0183,-0.043,0.0621,-0.0183,False,False,ok
M017,RSI 14,tactical,-1,bv,1,dev,ex_2017,1825,1825.0,0.0198,-0.0261,0.056,-0.0198,False,False,ok
M017,RSI 14,tactical,-1,bv,1,dev,since_2022,364,364.0,-0.0959,-0.1688,-0.0345,0.0959,True,True,ok
M017,RSI 14,tactical,-1,bv,1,holdout,full,1329,1329.0,-0.0027,-0.0531,0.0415,0.0027,True,False,ok
M017,RSI 14,tactical,-1,bv,7,dev,full,1942,277.4,0.0917,0.0004,0.1878,-0.0917,False,True,ok
M017,RSI 14,tactical,-1,bv,7,dev,ex_2020-03_2022-01,1233,176.1,0.049,-0.0773,0.1561,-0.049,False,False,ok
M017,RSI 14,tactical,-1,bv,7,dev,ex_2017,1819,259.9,0.0687,-0.0248,0.1502,-0.0687,False,False,ok
M017,RSI 14,tactical,-1,bv,7,dev,since_2022,358,51.1,-0.191,-0.3501,-0.054,0.191,True,True,ok
M017,RSI 14,tactical,-1,bv,7,holdout,full,1323,189.0,0.0019,-0.1012,0.0936,-0.0019,False,False,ok
M017,RSI 14,tactical,-1,bv,30,dev,full,1919,64.0,0.1564,-0.0008,0.2663,-0.1564,False,False,ok
M017,RSI 14,tactical,-1,bv,30,dev,ex_2020-03_2022-01,1187,39.6,0.0808,-0.1486,0.2754,-0.0808,False,False,ok
M017,RSI 14,tactical,-1,bv,30,dev,ex_2017,1796,59.9,0.126,-0.0301,0.2531,-0.126,False,False,ok
M017,RSI 14,tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,30,holdout,full,1300,43.3,0.0472,-0.0885,0.1993,-0.0472,False,False,ok
M017,RSI 14,tactical,-1,bv,90,dev,full,1859,20.7,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,90,dev,ex_2020-03_2022-01,1067,11.9,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,180,dev,full,1769,9.8,0.1436,-0.0632,0.2775,-0.1436,False,False,ok
M017,RSI 14,tactical,-1,bv,180,dev,ex_2020-03_2022-01,887,4.9,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,180,dev,ex_2017,1646,9.1,0.1701,-0.0819,0.2883,-0.1701,False,False,ok
M017,RSI 14,tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,365,dev,full,1584,4.3,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,365,dev,ex_2020-03_2022-01,548,1.5,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M017,RSI 14,tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,1,dev,full,1943,1943.0,0.0178,-0.02,0.0546,-0.0178,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,1,dev,ex_2020-03_2022-01,1240,1240.0,0.0226,-0.029,0.0659,-0.0226,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,1,dev,ex_2017,1825,1825.0,0.0061,-0.0339,0.0405,-0.0061,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,1,dev,since_2022,364,364.0,-0.0681,-0.1402,-0.0048,0.0681,True,True,ok
M040,Bollinger %B 20,tactical,-1,bv,1,holdout,full,1329,1329.0,-0.0179,-0.067,0.0304,0.0179,True,False,ok
M040,Bollinger %B 20,tactical,-1,bv,7,dev,full,1937,276.7,0.0776,-0.0053,0.1518,-0.0776,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,7,dev,ex_2020-03_2022-01,1228,175.4,0.0647,-0.0502,0.158,-0.0647,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,7,dev,ex_2017,1819,259.9,0.0545,-0.0416,0.1282,-0.0545,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,7,dev,since_2022,358,51.1,-0.1161,-0.2743,0.0071,0.1161,True,False,ok
M040,Bollinger %B 20,tactical,-1,bv,7,holdout,full,1323,189.0,-0.0354,-0.1462,0.0488,0.0354,True,False,ok
M040,Bollinger %B 20,tactical,-1,bv,30,dev,full,1914,63.8,0.1283,0.0096,0.2242,-0.1283,False,True,ok
M040,Bollinger %B 20,tactical,-1,bv,30,dev,ex_2020-03_2022-01,1182,39.4,0.073,-0.1043,0.2105,-0.073,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,30,dev,ex_2017,1796,59.9,0.0967,-0.0326,0.2022,-0.0967,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,30,holdout,full,1300,43.3,0.0594,-0.102,0.176,-0.0594,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,90,dev,full,1854,20.6,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,90,dev,ex_2020-03_2022-01,1062,11.8,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,180,dev,full,1764,9.8,0.107,-0.0535,0.1904,-0.107,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,180,dev,ex_2020-03_2022-01,882,4.9,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,180,dev,ex_2017,1646,9.1,0.1206,-0.0522,0.2021,-0.1206,False,False,ok
M040,Bollinger %B 20,tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,365,dev,full,1579,4.3,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,365,dev,ex_2020-03_2022-01,543,1.5,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M040,Bollinger %B 20,tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,1,dev,full,1928,1928.0,-0.0098,-0.0449,0.0224,0.0098,True,False,ok
N005,5d return z (60d),tactical,-1,bv,1,dev,ex_2020-03_2022-01,1225,1225.0,-0.0089,-0.0462,0.0299,0.0089,True,False,ok
N005,5d return z (60d),tactical,-1,bv,1,dev,ex_2017,1825,1825.0,-0.0175,-0.0512,0.0127,0.0175,True,False,ok
N005,5d return z (60d),tactical,-1,bv,1,dev,since_2022,364,364.0,-0.0427,-0.103,0.0153,0.0427,True,False,ok
N005,5d return z (60d),tactical,-1,bv,1,holdout,full,1329,1329.0,-0.0103,-0.0483,0.0298,0.0103,True,False,ok
N005,5d return z (60d),tactical,-1,bv,7,dev,full,1922,274.6,0.0259,-0.0393,0.0874,-0.0259,False,False,ok
N005,5d return z (60d),tactical,-1,bv,7,dev,ex_2020-03_2022-01,1213,173.3,0.0193,-0.0674,0.0879,-0.0193,False,False,ok
N005,5d return z (60d),tactical,-1,bv,7,dev,ex_2017,1819,259.9,0.0166,-0.0443,0.0829,-0.0166,False,False,ok
N005,5d return z (60d),tactical,-1,bv,7,dev,since_2022,358,51.1,-0.0509,-0.1974,0.0721,0.0509,True,False,ok
N005,5d return z (60d),tactical,-1,bv,7,holdout,full,1323,189.0,-0.0172,-0.0922,0.0465,0.0172,True,False,ok
N005,5d return z (60d),tactical,-1,bv,30,dev,full,1899,63.3,0.0628,-0.0182,0.1295,-0.0628,False,False,ok
N005,5d return z (60d),tactical,-1,bv,30,dev,ex_2020-03_2022-01,1167,38.9,0.0086,-0.1012,0.0906,-0.0086,False,False,ok
N005,5d return z (60d),tactical,-1,bv,30,dev,ex_2017,1796,59.9,0.0394,-0.0491,0.1158,-0.0394,False,False,ok
N005,5d return z (60d),tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,30,holdout,full,1300,43.3,0.0778,-0.0164,0.1594,-0.0778,False,False,ok
N005,5d return z (60d),tactical,-1,bv,90,dev,full,1839,20.4,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,90,dev,ex_2020-03_2022-01,1047,11.6,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,180,dev,full,1749,9.7,0.0293,-0.0359,0.0716,-0.0293,False,False,ok
N005,5d return z (60d),tactical,-1,bv,180,dev,ex_2020-03_2022-01,867,4.8,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,180,dev,ex_2017,1646,9.1,0.0229,-0.0572,0.0751,-0.0229,False,False,ok
N005,5d return z (60d),tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,365,dev,full,1564,4.3,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,365,dev,ex_2020-03_2022-01,528,1.4,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
N005,5d return z (60d),tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,1,dev,full,1943,1943.0,0.0216,-0.0228,0.0516,-0.0216,False,False,ok
N006,SMA20 distance,tactical,-1,bv,1,dev,ex_2020-03_2022-01,1240,1240.0,0.025,-0.0204,0.0696,-0.025,False,False,ok
N006,SMA20 distance,tactical,-1,bv,1,dev,ex_2017,1825,1825.0,0.0096,-0.0329,0.0451,-0.0096,False,False,ok
N006,SMA20 distance,tactical,-1,bv,1,dev,since_2022,364,364.0,-0.058,-0.1232,-0.0095,0.058,True,True,ok
N006,SMA20 distance,tactical,-1,bv,1,holdout,full,1329,1329.0,-0.0139,-0.0613,0.0299,0.0139,True,False,ok
N006,SMA20 distance,tactical,-1,bv,7,dev,full,1937,276.7,0.0756,-0.0266,0.1578,-0.0756,False,False,ok
N006,SMA20 distance,tactical,-1,bv,7,dev,ex_2020-03_2022-01,1228,175.4,0.0601,-0.0476,0.1627,-0.0601,False,False,ok
N006,SMA20 distance,tactical,-1,bv,7,dev,ex_2017,1819,259.9,0.0518,-0.0475,0.1261,-0.0518,False,False,ok
N006,SMA20 distance,tactical,-1,bv,7,dev,since_2022,358,51.1,-0.1414,-0.2908,-0.023,0.1414,True,True,ok
N006,SMA20 distance,tactical,-1,bv,7,holdout,full,1323,189.0,-0.0154,-0.1217,0.0822,0.0154,True,False,ok
N006,SMA20 distance,tactical,-1,bv,30,dev,full,1914,63.8,0.1197,-0.0037,0.2278,-0.1197,False,False,ok
N006,SMA20 distance,tactical,-1,bv,30,dev,ex_2020-03_2022-01,1182,39.4,0.0419,-0.1491,0.2017,-0.0419,False,False,ok
N006,SMA20 distance,tactical,-1,bv,30,dev,ex_2017,1796,59.9,0.082,-0.0359,0.1963,-0.082,False,False,ok
N006,SMA20 distance,tactical,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,30,holdout,full,1300,43.3,0.0664,-0.0705,0.2149,-0.0664,False,False,ok
N006,SMA20 distance,tactical,-1,bv,90,dev,full,1854,20.6,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,90,dev,ex_2020-03_2022-01,1062,11.8,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,180,dev,full,1764,9.8,0.0898,-0.0795,0.1678,-0.0898,False,False,ok
N006,SMA20 distance,tactical,-1,bv,180,dev,ex_2020-03_2022-01,882,4.9,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,180,dev,ex_2017,1646,9.1,0.1102,-0.1045,0.1955,-0.1102,False,False,ok
N006,SMA20 distance,tactical,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,365,dev,full,1579,4.3,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,365,dev,ex_2020-03_2022-01,543,1.5,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
N006,SMA20 distance,tactical,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
M018,Stochastic %K 14,tactical,-1,bv,1,dev,full,1949,1949.0,0.0066,-0.0324,0.0431,-0.0066,False,False,ok
M018,Stochastic %K 14,tactical,-1,bv,1,dev,ex_2020-03_2022-01,1246,1246.0,0.0105,-0.0356,0.0546,-0.0105,False,False,ok
M018,Stochastic %K 14,tactical,-1,bv,1,dev,ex_2017,1825,1825.0,-0.007,-0.0438,0.026,0.007,True,False,ok
M018,Stochastic %K 14,tactical,-1,bv,1,dev,since_2022,364,364.0,-0.0424,-0.1119,0.018,0.0424,True,False,ok
M018,Stochastic %K 14,tactical,-1,bv,1,holdout,full,1329,1329.0,-0.0241,-0.0683,0.0162,0.0241,True,False,ok
M018,Stochastic %K 14,tactical,-1,bv,7,dev,full,1943,277.6,0.0631,-0.0176,0.1329,-0.0631,False,False,ok
M018,Stochastic %K 14,tactical,-1,bv,7,dev,ex_2020-03_2022-01,1234,176.3,0.0397,-0.0684,0.1368,-0.0397,False,False,ok
M018,Stochastic %K 14,tactical,-1,bv,7,dev,ex_2017,1819,259.9,0.0397,-0.0431,0.1194,-0.0397,False,False,ok
M018,Stochastic %K 14,tactical,-1,bv,7,dev,since_2022,358,51.1,-0.0628,-0.2363,0.0438,0.0628,True,False,ok
