fid,name,system,sign,price,horizon,window,slice,n,n_eff,ic,lo,hi,signed_ic,sign_ok,ci_excludes_0,status
M107,Real 10y yield 30d change,regime,-1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
M107,Real 10y yield 30d change,regime,-1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
M107,Real 10y yield 30d change,regime,-1,cm,365,dev,full,4185,11.5,-0.0167,-0.1264,0.0947,0.0167,True,False,ok
M107,Real 10y yield 30d change,regime,-1,cm,365,dev,ex_2020-03_2022-01,3149,8.6,-0.0194,-0.1618,0.1386,0.0194,True,False,ok
M107,Real 10y yield 30d change,regime,-1,cm,365,dev,ex_2017,3455,9.5,-0.0468,-0.1659,0.0984,0.0468,True,False,ok
M107,Real 10y yield 30d change,regime,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
M107,Real 10y yield 30d change,regime,-1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
M109,VIX level,regime,-1,bv,1,dev,full,1962,1962.0,-0.0007,-0.042,0.0382,0.0007,True,False,ok
M109,VIX level,regime,-1,bv,1,dev,ex_2020-03_2022-01,1259,1259.0,-0.0575,-0.1023,-0.0134,0.0575,True,True,ok
M109,VIX level,regime,-1,bv,1,dev,ex_2017,1825,1825.0,0.0236,-0.0105,0.0604,-0.0236,False,False,ok
M109,VIX level,regime,-1,bv,1,dev,since_2022,364,364.0,0.047,-0.0078,0.1177,-0.047,False,False,ok
M109,VIX level,regime,-1,bv,1,holdout,full,1329,1329.0,0.0015,-0.0408,0.0446,-0.0015,False,False,ok
M109,VIX level,regime,-1,bv,7,dev,full,1956,279.4,0.0245,-0.0721,0.1396,-0.0245,False,False,ok
M109,VIX level,regime,-1,bv,7,dev,ex_2020-03_2022-01,1247,178.1,-0.0937,-0.2146,0.032,0.0937,True,False,ok
M109,VIX level,regime,-1,bv,7,dev,ex_2017,1819,259.9,0.0952,0.0127,0.2059,-0.0952,False,True,ok
M109,VIX level,regime,-1,bv,7,dev,since_2022,358,51.1,0.1619,-0.027,0.3126,-0.1619,False,False,ok
M109,VIX level,regime,-1,bv,7,holdout,full,1323,189.0,0.0392,-0.068,0.1493,-0.0392,False,False,ok
M109,VIX level,regime,-1,bv,30,dev,full,1933,64.4,0.0223,-0.1346,0.2104,-0.0223,False,False,ok
M109,VIX level,regime,-1,bv,30,dev,ex_2020-03_2022-01,1201,40.0,-0.2257,-0.4283,0.025,0.2257,True,False,ok
M109,VIX level,regime,-1,bv,30,dev,ex_2017,1796,59.9,0.1219,-0.044,0.2876,-0.1219,False,False,ok
M109,VIX level,regime,-1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
M109,VIX level,regime,-1,bv,30,holdout,full,1300,43.3,0.1591,-0.0266,0.3237,-0.1591,False,False,ok
M109,VIX level,regime,-1,bv,90,dev,full,1873,20.8,,,,,,,insufficient
M109,VIX level,regime,-1,bv,90,dev,ex_2020-03_2022-01,1081,12.0,,,,,,,insufficient
M109,VIX level,regime,-1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
M109,VIX level,regime,-1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
M109,VIX level,regime,-1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
M109,VIX level,regime,-1,bv,180,dev,full,1783,9.9,0.2128,-0.1849,0.5293,-0.2128,False,False,ok
M109,VIX level,regime,-1,bv,180,dev,ex_2020-03_2022-01,901,5.0,,,,,,,insufficient
M109,VIX level,regime,-1,bv,180,dev,ex_2017,1646,9.1,0.275,-0.119,0.5899,-0.275,False,False,ok
M109,VIX level,regime,-1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
M109,VIX level,regime,-1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
M109,VIX level,regime,-1,bv,365,dev,full,1598,4.4,,,,,,,insufficient
M109,VIX level,regime,-1,bv,365,dev,ex_2020-03_2022-01,562,1.5,,,,,,,insufficient
M109,VIX level,regime,-1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
M109,VIX level,regime,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M109,VIX level,regime,-1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
M109,VIX level,regime,-1,cm,1,dev,full,4549,4549.0,-0.0376,-0.0627,-0.0111,0.0376,True,True,ok
M109,VIX level,regime,-1,cm,1,dev,ex_2020-03_2022-01,3846,3846.0,-0.0541,-0.0819,-0.0248,0.0541,True,True,ok
M109,VIX level,regime,-1,cm,1,dev,ex_2017,4183,4183.0,-0.0217,-0.0516,0.0019,0.0217,True,False,ok
M109,VIX level,regime,-1,cm,1,dev,since_2022,364,364.0,0.053,-0.0056,0.1237,-0.053,False,False,ok
M109,VIX level,regime,-1,cm,1,holdout,full,1329,1329.0,0.0042,-0.0377,0.0504,-0.0042,False,False,ok
M109,VIX level,regime,-1,cm,7,dev,full,4543,649.0,-0.0627,-0.1363,0.0005,0.0627,True,False,ok
M109,VIX level,regime,-1,cm,7,dev,ex_2020-03_2022-01,3834,547.7,-0.1,-0.1709,-0.0206,0.1,True,True,ok
M109,VIX level,regime,-1,cm,7,dev,ex_2017,4171,595.9,-0.0234,-0.08,0.0386,0.0234,True,False,ok
M109,VIX level,regime,-1,cm,7,dev,since_2022,358,51.1,0.1632,-0.0013,0.3295,-0.1632,False,False,ok
M109,VIX level,regime,-1,cm,7,holdout,full,1323,189.0,0.0389,-0.0696,0.1441,-0.0389,False,False,ok
M109,VIX level,regime,-1,cm,30,dev,full,4520,150.7,-0.0682,-0.1653,0.0387,0.0682,True,False,ok
M109,VIX level,regime,-1,cm,30,dev,ex_2020-03_2022-01,3788,126.3,-0.1333,-0.2418,-0.0185,0.1333,True,True,ok
M109,VIX level,regime,-1,cm,30,dev,ex_2017,4125,137.5,0.0021,-0.1172,0.1173,-0.0021,False,False,ok
M109,VIX level,regime,-1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
M109,VIX level,regime,-1,cm,30,holdout,full,1300,43.3,0.1595,-0.0115,0.3144,-0.1595,False,False,ok
M109,VIX level,regime,-1,cm,90,dev,full,4460,49.6,-0.0165,-0.1833,0.1711,0.0165,True,False,ok
M109,VIX level,regime,-1,cm,90,dev,ex_2020-03_2022-01,3668,40.8,-0.0691,-0.2569,0.1369,0.0691,True,False,ok
M109,VIX level,regime,-1,cm,90,dev,ex_2017,4005,44.5,0.0932,-0.0628,0.273,-0.0932,False,False,ok
M109,VIX level,regime,-1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
M109,VIX level,regime,-1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
M109,VIX level,regime,-1,cm,180,dev,full,4370,24.3,0.0411,-0.193,0.271,-0.0411,False,False,ok
M109,VIX level,regime,-1,cm,180,dev,ex_2020-03_2022-01,3488,19.4,0.0246,-0.2088,0.2714,-0.0246,False,False,ok
M109,VIX level,regime,-1,cm,180,dev,ex_2017,3825,21.2,0.169,-0.0478,0.3876,-0.169,False,False,ok
M109,VIX level,regime,-1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
M109,VIX level,regime,-1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
M109,VIX level,regime,-1,cm,365,dev,full,4185,11.5,0.1371,-0.0832,0.3403,-0.1371,False,False,ok
M109,VIX level,regime,-1,cm,365,dev,ex_2020-03_2022-01,3149,8.6,0.1992,-0.0523,0.4139,-0.1992,False,False,ok
M109,VIX level,regime,-1,cm,365,dev,ex_2017,3455,9.5,0.2424,0.0112,0.4486,-0.2424,False,True,ok
M109,VIX level,regime,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
M109,VIX level,regime,-1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,1,dev,full,1962,1962.0,0.0017,-0.0318,0.0333,0.0017,True,False,ok
M110,S&P 500 30d return,regime,1,bv,1,dev,ex_2020-03_2022-01,1259,1259.0,-0.0019,-0.0345,0.0345,-0.0019,False,False,ok
M110,S&P 500 30d return,regime,1,bv,1,dev,ex_2017,1825,1825.0,0.0033,-0.0301,0.0339,0.0033,True,False,ok
M110,S&P 500 30d return,regime,1,bv,1,dev,since_2022,364,364.0,-0.047,-0.1099,0.0052,-0.047,False,False,ok
M110,S&P 500 30d return,regime,1,bv,1,holdout,full,1329,1329.0,0.0065,-0.0416,0.0455,0.0065,True,False,ok
M110,S&P 500 30d return,regime,1,bv,7,dev,full,1956,279.4,-0.0166,-0.0966,0.0587,-0.0166,False,False,ok
M110,S&P 500 30d return,regime,1,bv,7,dev,ex_2020-03_2022-01,1247,178.1,-0.0456,-0.1568,0.0594,-0.0456,False,False,ok
M110,S&P 500 30d return,regime,1,bv,7,dev,ex_2017,1819,259.9,-0.0206,-0.1062,0.0644,-0.0206,False,False,ok
M110,S&P 500 30d return,regime,1,bv,7,dev,since_2022,358,51.1,-0.1187,-0.273,0.0451,-0.1187,False,False,ok
M110,S&P 500 30d return,regime,1,bv,7,holdout,full,1323,189.0,-0.0004,-0.0991,0.099,-0.0004,False,False,ok
M110,S&P 500 30d return,regime,1,bv,30,dev,full,1933,64.4,0.0074,-0.1231,0.1429,0.0074,True,False,ok
M110,S&P 500 30d return,regime,1,bv,30,dev,ex_2020-03_2022-01,1201,40.0,0.0425,-0.1431,0.1842,0.0425,True,False,ok
M110,S&P 500 30d return,regime,1,bv,30,dev,ex_2017,1796,59.9,0.0023,-0.1435,0.1416,0.0023,True,False,ok
M110,S&P 500 30d return,regime,1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,30,holdout,full,1300,43.3,-0.1986,-0.3685,-0.043,-0.1986,False,True,ok
M110,S&P 500 30d return,regime,1,bv,90,dev,full,1873,20.8,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,90,dev,ex_2020-03_2022-01,1081,12.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,180,dev,full,1783,9.9,0.1348,-0.0422,0.2228,0.1348,True,False,ok
M110,S&P 500 30d return,regime,1,bv,180,dev,ex_2020-03_2022-01,901,5.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,180,dev,ex_2017,1646,9.1,0.1631,-0.0444,0.2486,0.1631,True,False,ok
M110,S&P 500 30d return,regime,1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,365,dev,full,1598,4.4,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,365,dev,ex_2020-03_2022-01,562,1.5,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,1,dev,full,2261,2261.0,-0.0028,-0.0337,0.0266,-0.0028,False,False,ok
M110,S&P 500 30d return,regime,1,cm,1,dev,ex_2020-03_2022-01,1558,1558.0,-0.0073,-0.0507,0.0297,-0.0073,False,False,ok
M110,S&P 500 30d return,regime,1,cm,1,dev,ex_2017,1895,1895.0,0.0019,-0.0314,0.0351,0.0019,True,False,ok
M110,S&P 500 30d return,regime,1,cm,1,dev,since_2022,364,364.0,-0.0577,-0.124,-0.0042,-0.0577,False,True,ok
M110,S&P 500 30d return,regime,1,cm,1,holdout,full,1329,1329.0,0.0042,-0.0431,0.0445,0.0042,True,False,ok
M110,S&P 500 30d return,regime,1,cm,7,dev,full,2255,322.1,-0.0245,-0.1061,0.0525,-0.0245,False,False,ok
M110,S&P 500 30d return,regime,1,cm,7,dev,ex_2020-03_2022-01,1546,220.9,-0.0442,-0.143,0.057,-0.0442,False,False,ok
M110,S&P 500 30d return,regime,1,cm,7,dev,ex_2017,1883,269.0,-0.0184,-0.0997,0.0667,-0.0184,False,False,ok
M110,S&P 500 30d return,regime,1,cm,7,dev,since_2022,358,51.1,-0.1215,-0.3003,0.0349,-0.1215,False,False,ok
M110,S&P 500 30d return,regime,1,cm,7,holdout,full,1323,189.0,-0.0016,-0.0929,0.1003,-0.0016,False,False,ok
M110,S&P 500 30d return,regime,1,cm,30,dev,full,2232,74.4,-0.0178,-0.1598,0.0993,-0.0178,False,False,ok
M110,S&P 500 30d return,regime,1,cm,30,dev,ex_2020-03_2022-01,1500,50.0,0.0155,-0.1524,0.1778,0.0155,True,False,ok
M110,S&P 500 30d return,regime,1,cm,30,dev,ex_2017,1837,61.2,0.0021,-0.1517,0.1541,0.0021,True,False,ok
M110,S&P 500 30d return,regime,1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,30,holdout,full,1300,43.3,-0.1983,-0.3529,-0.037,-0.1983,False,True,ok
M110,S&P 500 30d return,regime,1,cm,90,dev,full,2172,24.1,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,90,dev,ex_2020-03_2022-01,1380,15.3,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,180,dev,full,2082,11.6,0.0957,-0.0696,0.2265,0.0957,True,False,ok
M110,S&P 500 30d return,regime,1,cm,180,dev,ex_2020-03_2022-01,1200,6.7,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,180,dev,ex_2017,1646,9.1,0.1624,-0.0026,0.2498,0.1624,True,False,ok
M110,S&P 500 30d return,regime,1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,365,dev,full,1897,5.2,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,365,dev,ex_2020-03_2022-01,861,2.4,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
M110,S&P 500 30d return,regime,1,cm,365,holdout,full,965,2.6,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,1,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,1,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,1,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,1,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,1,holdout,full,1066,1066.0,-0.0476,-0.0887,-0.0049,0.0476,True,True,ok
M108,HY OAS 30d change,regime,-1,bv,7,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,7,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,7,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,7,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,7,holdout,full,1060,151.4,-0.0898,-0.1961,0.0181,0.0898,True,False,ok
M108,HY OAS 30d change,regime,-1,bv,30,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,30,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,30,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,30,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,30,holdout,full,1037,34.6,0.0144,-0.1586,0.2151,-0.0144,False,False,ok
M108,HY OAS 30d change,regime,-1,bv,90,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,90,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,90,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,90,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,90,holdout,full,977,10.9,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,180,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,180,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,180,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,180,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,180,holdout,full,887,4.9,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,365,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,365,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,bv,365,holdout,full,702,1.9,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,1,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,1,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,1,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,1,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,1,holdout,full,1066,1066.0,-0.0472,-0.083,-0.0036,0.0472,True,True,ok
M108,HY OAS 30d change,regime,-1,cm,7,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,7,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,7,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,7,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,7,holdout,full,1060,151.4,-0.0901,-0.2036,0.0068,0.0901,True,False,ok
M108,HY OAS 30d change,regime,-1,cm,30,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,30,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,30,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,30,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,30,holdout,full,1037,34.6,0.0143,-0.1696,0.2128,-0.0143,False,False,ok
M108,HY OAS 30d change,regime,-1,cm,90,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,90,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,90,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,90,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,90,holdout,full,977,10.9,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,180,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,180,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,180,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,180,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,180,holdout,full,887,4.9,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,365,dev,full,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,365,dev,ex_2020-03_2022-01,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,365,dev,ex_2017,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,365,dev,since_2022,0,0.0,,,,,,,insufficient
M108,HY OAS 30d change,regime,-1,cm,365,holdout,full,702,1.9,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,1,dev,full,1962,1962.0,0.0384,0.0028,0.0755,0.0384,True,True,ok
M105,M2 yoy,regime,1,bv,1,dev,ex_2020-03_2022-01,1259,1259.0,0.0018,-0.0328,0.0445,0.0018,True,False,ok
M105,M2 yoy,regime,1,bv,1,dev,ex_2017,1825,1825.0,0.0477,0.0102,0.0813,0.0477,True,True,ok
M105,M2 yoy,regime,1,bv,1,dev,since_2022,364,364.0,-0.0133,-0.0797,0.0604,-0.0133,False,False,ok
M105,M2 yoy,regime,1,bv,1,holdout,full,1329,1329.0,-0.0233,-0.068,0.0196,-0.0233,False,False,ok
M105,M2 yoy,regime,1,bv,7,dev,full,1956,279.4,0.1006,0.0062,0.1837,0.1006,True,True,ok
M105,M2 yoy,regime,1,bv,7,dev,ex_2020-03_2022-01,1247,178.1,0.026,-0.0777,0.1082,0.026,True,False,ok
M105,M2 yoy,regime,1,bv,7,dev,ex_2017,1819,259.9,0.124,0.0334,0.2188,0.124,True,True,ok
M105,M2 yoy,regime,1,bv,7,dev,since_2022,358,51.1,-0.0291,-0.2018,0.1756,-0.0291,False,False,ok
M105,M2 yoy,regime,1,bv,7,holdout,full,1323,189.0,-0.0601,-0.1507,0.0234,-0.0601,False,False,ok
M105,M2 yoy,regime,1,bv,30,dev,full,1933,64.4,0.1655,-0.01,0.3384,0.1655,True,False,ok
M105,M2 yoy,regime,1,bv,30,dev,ex_2020-03_2022-01,1201,40.0,0.0186,-0.1643,0.2259,0.0186,True,False,ok
M105,M2 yoy,regime,1,bv,30,dev,ex_2017,1796,59.9,0.2011,0.0267,0.3678,0.2011,True,True,ok
M105,M2 yoy,regime,1,bv,30,dev,since_2022,335,11.2,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,30,holdout,full,1300,43.3,-0.1553,-0.3373,0.0746,-0.1553,False,False,ok
M105,M2 yoy,regime,1,bv,90,dev,full,1873,20.8,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,90,dev,ex_2020-03_2022-01,1081,12.0,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,90,dev,ex_2017,1736,19.3,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,90,dev,since_2022,275,3.1,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,90,holdout,full,1240,13.8,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,180,dev,full,1783,9.9,0.2034,-0.2423,0.5363,0.2034,True,False,ok
M105,M2 yoy,regime,1,bv,180,dev,ex_2020-03_2022-01,901,5.0,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,180,dev,ex_2017,1646,9.1,0.2251,-0.2213,0.6273,0.2251,True,False,ok
M105,M2 yoy,regime,1,bv,180,dev,since_2022,185,1.0,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,180,holdout,full,1150,6.4,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,365,dev,full,1598,4.4,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,365,dev,ex_2020-03_2022-01,562,1.5,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,365,dev,ex_2017,1461,4.0,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,365,dev,since_2022,0,0.0,,,,,,,insufficient
M105,M2 yoy,regime,1,bv,365,holdout,full,965,2.6,,,,,,,insufficient
M105,M2 yoy,regime,1,cm,1,dev,full,4549,4549.0,0.0167,-0.0074,0.0411,0.0167,True,False,ok
M105,M2 yoy,regime,1,cm,1,dev,ex_2020-03_2022-01,3846,3846.0,0.0176,-0.0121,0.0494,0.0176,True,False,ok
M105,M2 yoy,regime,1,cm,1,dev,ex_2017,4183,4183.0,0.0242,-0.0066,0.0517,0.0242,True,False,ok
M105,M2 yoy,regime,1,cm,1,dev,since_2022,364,364.0,0.0007,-0.0727,0.075,0.0007,True,False,ok
M105,M2 yoy,regime,1,cm,1,holdout,full,1329,1329.0,-0.0225,-0.0658,0.0128,-0.0225,False,False,ok
M105,M2 yoy,regime,1,cm,7,dev,full,4543,649.0,0.0295,-0.0353,0.0967,0.0295,True,False,ok
M105,M2 yoy,regime,1,cm,7,dev,ex_2020-03_2022-01,3834,547.7,0.0244,-0.0433,0.0895,0.0244,True,False,ok
M105,M2 yoy,regime,1,cm,7,dev,ex_2017,4171,595.9,0.0489,-0.0215,0.1162,0.0489,True,False,ok
M105,M2 yoy,regime,1,cm,7,dev,since_2022,358,51.1,-0.028,-0.1811,0.141,-0.028,False,False,ok
M105,M2 yoy,regime,1,cm,7,holdout,full,1323,189.0,-0.0598,-0.1517,0.0298,-0.0598,False,False,ok
M105,M2 yoy,regime,1,cm,30,dev,full,4520,150.7,0.0245,-0.0892,0.1484,0.0245,True,False,ok
M105,M2 yoy,regime,1,cm,30,dev,ex_2020-03_2022-01,3788,126.3,-0.0032,-0.1205,0.1065,-0.0032,False,False,ok
M105,M2 yoy,regime,1,cm,30,dev,ex_2017,4125,137.5,0.0513,-0.069,0.1833,0.0513,True,False,ok
M105,M2 yoy,regime,1,cm,30,dev,since_2022,335,11.2,,,,,,,insufficient
M105,M2 yoy,regime,1,cm,30,holdout,full,1300,43.3,-0.1545,-0.3498,0.0582,-0.1545,False,False,ok
M105,M2 yoy,regime,1,cm,90,dev,full,4460,49.6,-0.0144,-0.2159,0.2088,-0.0144,False,False,ok
M105,M2 yoy,regime,1,cm,90,dev,ex_2020-03_2022-01,3668,40.8,-0.0316,-0.2711,0.1867,-0.0316,False,False,ok
M105,M2 yoy,regime,1,cm,90,dev,ex_2017,4005,44.5,0.0079,-0.2217,0.2231,0.0079,True,False,ok
M105,M2 yoy,regime,1,cm,90,dev,since_2022,275,3.1,,,,,,,insufficient
M105,M2 yoy,regime,1,cm,90,holdout,full,1240,13.8,,,,,,,insufficient
M105,M2 yoy,regime,1,cm,180,dev,full,4370,24.3,0.0034,-0.2785,0.3245,0.0034,True,False,ok
M105,M2 yoy,regime,1,cm,180,dev,ex_2020-03_2022-01,3488,19.4,0.0118,-0.32,0.3396,0.0118,True,False,ok
M105,M2 yoy,regime,1,cm,180,dev,ex_2017,3825,21.2,-0.002,-0.3184,0.3155,-0.002,False,False,ok
M105,M2 yoy,regime,1,cm,180,dev,since_2022,185,1.0,,,,,,,insufficient
M105,M2 yoy,regime,1,cm,180,holdout,full,1150,6.4,,,,,,,insufficient
M105,M2 yoy,regime,1,cm,365,dev,full,4185,11.5,0.1433,-0.2656,0.6187,0.1433,True,False,ok
