,score,O072,M066,O067,O059,O081
2010-04-01,,,,0.8010335917312662,1.0,
2010-04-02,,,,0.7809278350515464,1.0,
2010-04-03,,,,0.7737789203084833,1.0,
2010-04-04,,,,0.7512820512820513,1.0,
2010-04-05,,,,0.7493606138107417,0.513064133016627,
2010-04-06,,,,0.7423469387755102,0.5118483412322274,
2010-04-07,,,,0.7404580152671756,0.508274231678487,
2010-04-08,,,,0.748730964467005,0.5188679245283019,
2010-04-09,,,,0.7493670886075949,0.5223529411764706,
2010-04-10,,,,0.73989898989899,0.5234741784037559,
2010-04-11,,,,0.7707808564231738,0.5316159250585479,
2010-04-12,,,,0.7864321608040201,0.5350467289719626,
2010-04-13,,,,0.7919799498746867,0.5361305361305362,
2010-04-14,,,,0.8075,0.5372093023255814,
2010-04-15,,,,0.8229426433915212,0.5382830626450116,
2010-04-16,,,,0.8383084577114428,0.5393518518518519,
2010-04-17,,,,0.8511166253101737,0.5404157043879907,
2010-04-18,,,,0.8663366336633663,0.5414746543778801,
2010-04-19,,,,0.8790123456790123,0.542528735632184,
2010-04-20,,,,0.8817733990147784,0.5435779816513762,
2010-04-21,,,,0.8845208845208845,0.5446224256292906,
2010-04-22,,,,0.8897058823529411,0.545662100456621,
2010-04-23,,,,0.8899755501222494,0.5421412300683371,
2010-04-24,,,,0.8951219512195122,0.5386363636363636,
2010-04-25,,,,0.9002433090024331,0.5374149659863945,
2010-04-26,,,,0.9101941747572816,0.5339366515837104,
2010-04-27,,,,0.9297820823244553,0.5327313769751694,
2010-04-28,,,,0.9396135265700483,0.5315315315315315,
2010-04-29,,,,0.9421686746987952,0.5303370786516854,
2010-04-30,,,,0.9399038461538461,0.5269058295964126,
2010-05-01,,,,0.9424460431654677,0.5234899328859061,
2010-05-02,,,,0.9473684210526315,0.5245535714285714,
2010-05-03,,,,0.9498806682577565,0.5233853006681515,
2010-05-04,,,,0.9523809523809523,0.5222222222222221,
2010-05-05,,,,0.9477434679334917,1.0,
2010-05-06,,,,0.95260663507109,1.0,
2010-05-07,,,,0.9527186761229315,1.0,
2010-05-08,,,,0.9339622641509434,1.0,
2010-05-09,,,,0.9317647058823529,1.0,
2010-05-10,,,,0.9295774647887324,1.0,
2010-05-11,,,,0.9063231850117096,1.0,
2010-05-12,,,,0.8761682242990654,1.0,
2010-05-13,,,,0.8554778554778555,1.0,
2010-05-14,,,,0.8418604651162791,1.0,
2010-05-15,,,,0.8259860788863109,0.0,
2010-05-16,,,,0.7962962962962963,0.0,
2010-05-17,,,,0.7782909930715936,0.0,
2010-05-18,,,,0.7511520737327189,0.0,
2010-05-19,,,,0.7195402298850575,0.0,
2010-05-20,,,,0.694954128440367,0.0,
2010-05-21,,,,0.6819221967963387,0.0,
2010-05-22,,,,0.6621004566210046,0.0,
2010-05-23,,,,0.6469248291571754,0.0,
2010-05-24,,,,0.6386363636363637,0.0021276595744680327,
2010-05-25,,,,0.6281179138321995,0.00424628450106157,
2010-05-26,,,,0.6131221719457014,0.006355932203389814,
2010-05-27,,,,0.6072234762979684,0.008456659619450302,
2010-05-28,,,,0.6013513513513513,0.010548523206751037,
2010-05-29,,,,0.5842696629213483,0.012631578947368438,
2010-05-30,,,,0.5807174887892377,0.014705882352941124,
2010-05-31,,,,0.5794183445190156,0.016771488469601636,
2010-06-01,,,,0.5647321428571429,0.014644351464435101,
2010-06-02,,,,0.5567928730512249,0.012526096033402934,
2010-06-03,,,,0.5555555555555556,0.012499999999999956,
2010-06-04,,,,0.5565410199556541,0.016632016632016633,
2010-06-05,,,,0.5508849557522124,0.014522821576763434,
2010-06-06,,,,0.5474613686534217,0.01449275362318836,
2010-06-07,,,,0.5484581497797357,0.022727272727272707,
2010-06-08,,,,0.5428571428571428,0.024742268041237137,
2010-06-09,,,,0.5416666666666666,0.030864197530864224,
2010-06-10,,,,0.5536105032822757,0.03696098562628336,
2010-06-11,,,,0.5633187772925764,0.03893442622950816,
2010-06-12,,,,0.5751633986928104,0.04089979550102252,
2010-06-13,,,,0.5804347826086956,0.042857142857142816,
2010-06-14,,,,0.5986984815618221,0.06109979633401219,
2010-06-15,,,,0.6212121212121212,0.11585365853658536,
2010-06-16,,,,0.6393088552915767,0.11764705882352944,
2010-06-17,,,,0.646551724137931,0.11740890688259109,
2010-06-18,,,,0.6473118279569893,0.11717171717171715,
2010-06-19,,,,0.648068669527897,0.11693548387096775,
2010-06-20,,,,0.6295503211991434,0.11468812877263579,
2010-06-21,,,,0.6474358974358975,0.11646586345381527,
2010-06-22,,,,0.6375266524520256,1.0,
2010-06-23,,,,0.6191489361702127,1.0,
2010-06-24,,,,0.6305732484076433,1.0,
2010-06-25,,,,0.6186440677966102,1.0,
2010-06-26,,,,0.6109936575052854,1.0,
2010-06-27,,,,0.6160337552742616,1.0,
2010-06-28,,,,0.6189473684210526,1.0,
2010-06-29,,,,0.6071428571428571,1.0,
2010-06-30,,,,0.6037735849056604,1.0,
2010-07-01,,,,0.6129707112970711,0.11220472440944884,
2010-07-02,,,,0.6450939457202505,0.11394891944990182,
2010-07-03,,,,0.6416666666666667,0.11568627450980395,
2010-07-04,,,,0.6528066528066528,0.11741682974559686,
2010-07-05,,,,0.6597510373443983,0.119140625,
2010-07-06,,,,0.660455486542443,0.12085769980506822,
2010-07-07,,,,0.6673553719008265,0.12256809338521402,
2010-07-08,,,,0.668041237113402,0.12233009708737863,
2010-07-09,,,,0.6646090534979424,0.12209302325581395,
2010-07-10,,,,0.6673511293634496,0.12765957446808507,
2010-07-11,,,,0.6700819672131147,0.1293436293436293,
2010-07-12,,,,0.6646216768916156,0.1310211946050096,
2010-07-13,,,,0.7795918367346939,0.13269230769230766,
2010-07-14,,,,0.869653767820774,0.13435700575815734,
2010-07-15,,,,0.9634146341463414,0.13601532567049812,
2010-07-16,,,,1.0,0.10898661567877632,
2010-07-17,,,,1.0,0.10877862595419852,
2010-07-18,,,,1.0,0.10857142857142854,
2010-07-19,,,,1.0,0.10836501901140683,
2010-07-20,,,,1.0,0.10815939278937381,
2010-07-21,,,,1.0,0.10795454545454541,
2010-07-22,,,,1.0,0.11153119092627595,
2010-07-23,,,,1.0,0.1132075471698113,
2010-07-24,,,,1.0,0.11299435028248583,
2010-07-25,,,,1.0,0.11654135338345861,
2010-07-26,,,,1.0,0.05628517823639778,
2010-07-27,,,,1.0,0.0561797752808989,
2010-07-28,,,,1.0,0.05607476635514019,
2010-07-29,,,,1.0,0.05597014925373134,
2010-07-30,,,,1.0,0.05586592178770955,
2010-07-31,,,,1.0,0.059479553903345694,
2010-08-01,,,,1.0,0.0575139146567718,
2010-08-02,,,,1.0,0.05740740740740746,
2010-08-03,,,,1.0,0.05730129390018479,
2010-08-04,,,,1.0,0.059040590405904037,
2010-08-05,,,,1.0,0.06077348066298338,
2010-08-06,,,,1.0,0.06433823529411764,
2010-08-07,,,,1.0,0.053211009174311874,
2010-08-08,,,,1.0,0.05494505494505497,
2010-08-09,,,,1.0,0.05667276051188297,
2010-08-10,,,,1.0,0.04014598540145986,
2010-08-11,,,,1.0,0.041894353369763215,
2010-08-12,,,,0.9942307692307693,0.0072727272727273196,
2010-08-13,,,,0.9865642994241842,0.0,
2010-08-14,,,,0.9789272030651341,0.0,
2010-08-15,,,,0.9732313575525813,0.0,
2010-08-16,,,,0.9675572519083969,0.0,
2010-08-17,,,,0.9619047619047619,0.0,
2010-08-18,,,,0.9562737642585551,0.003597122302158251,
2010-08-19,,,,0.952561669829222,0.0,
2010-08-20,,,,0.9488636363636364,0.0,
2010-08-21,,,,0.945179584120983,0.0,
2010-08-22,,,,0.9433962264150944,0.0,
2010-08-23,,,,0.9397363465160076,0.005347593582887722,
2010-08-24,,,,0.9379699248120301,0.007117437722419906,
2010-08-25,,,,0.9343339587242027,0.017761989342806372,
2010-08-26,,,,0.9325842696629213,0.024822695035460973,
2010-08-27,,,,0.9289719626168225,0.060176991150442505,
2010-08-28,,,,0.9272388059701493,0.08127208480565373,
2010-08-29,,,,0.925512104283054,0.08465608465608465,
2010-08-30,,,,0.9219330855018587,0.08626760563380287,
2010-08-31,,,,0.9202226345083488,0.08435852372583474,
2010-09-01,,,,0.9166666666666666,0.08421052631578951,
2010-09-02,,,,0.9149722735674677,0.0840630472854641,
2010-09-03,,,,0.9132841328413284,0.08391608391608396,
2010-09-04,,,,0.9097605893186004,0.08376963350785338,
2010-09-05,,,,0.9080882352941176,0.08362369337979092,
2010-09-06,,,,0.9064220183486239,0.1026086956521739,
2010-09-07,,,,0.9047619047619048,0.10416666666666663,
2010-09-08,,,,0.8976234003656307,0.10225303292894283,
2010-09-09,,,,0.8886861313868614,0.13148788927335642,
2010-09-10,,,,0.8688524590163934,0.1295336787564767,
2010-09-11,,,,0.86,0.1293103448275862,
2010-09-12,,,,0.838475499092559,0.12908777969018936,
2010-09-13,,,,0.8297101449275363,0.12886597938144329,
2010-09-14,,,,0.8065099457504521,0.1286449399656947,
2010-09-15,,,,0.7942238267148014,0.1284246575342466,
2010-09-16,,,,0.7801801801801802,0.14188034188034193,
2010-09-17,,,,0.7841726618705036,0.14334470989761094,
2010-09-18,,,,0.7881508078994613,0.20102214650766614,
2010-09-19,,,,0.8010752688172043,0.20068027210884354,
2010-09-20,,,,0.7853309481216458,0.20203735144312396,
2010-09-21,,,,0.7767857142857143,0.2033898305084746,
2010-09-22,,,,0.7647058823529411,0.20135363790186123,
2010-09-23,,,,0.7508896797153025,0.19932432432432434,
2010-09-24,,,,0.7442273534635879,0.23440134907251264,
2010-09-25,,,,0.7393617021276596,0.23737373737373735,
2010-09-26,,,,0.7345132743362832,0.23529411764705888,
2010-09-27,,,,0.7314487632508834,0.23993288590604023,
2010-09-28,,,,0.7301587301587301,0.23953098827470687,
2010-09-29,,,,0.7323943661971831,0.18561872909698995,
2010-09-30,,,,0.7381370826010545,0.20033388981636058,
2010-10-01,,,,0.7315789473684211,0.20999999999999996,
2010-10-02,,,,0.7390542907180385,0.18635607321131442,
2010-10-03,,,,0.7290209790209791,0.18604651162790697,
2010-10-04,,,,0.7277486910994765,0.1840796019900498,
2010-10-05,,,,0.7212543554006968,0.1837748344370861,
2010-10-06,,,,0.7165217391304348,0.1834710743801653,
2010-10-07,,,,0.7291666666666666,0.18481848184818483,
2010-10-08,,,,0.7417677642980935,0.18616144975288307,
2010-10-09,,,,0.740484429065744,0.1842105263157895,
2010-10-10,,,,0.7478411053540587,0.2036124794745484,
2010-10-11,,,,0.7551724137931034,0.20491803278688525,
2010-10-12,,,,0.7607573149741824,0.2029459901800328,
2010-10-13,,,,0.7577319587628866,0.2124183006535948,
2010-10-14,,,,0.7667238421955404,0.1810766721044046,
2010-10-15,,,,0.7688356164383562,0.1824104234527687,
2010-10-16,,,,0.7743589743589744,0.18373983739837396,
2010-10-17,,,,0.7747440273037542,0.18506493506493504,
2010-10-18,,,,0.7802385008517888,0.18638573743922204,
2010-10-19,,,,0.7772108843537415,0.2184466019417476,
2010-10-20,,,,0.7758913412563667,0.21970920840064623,
2010-10-21,,,,0.7745762711864407,0.22096774193548385,
2010-10-22,,,,0.7952622673434856,0.22061191626409016,
2010-10-23,,,,0.8125,0.22025723472668812,
2010-10-24,,,,0.8043844856661045,0.2006420545746388,
2010-10-25,,,,0.8114478114478114,0.20032051282051277,
2010-10-26,,,,0.8252100840336134,0.19999999999999996,
2010-10-27,,,,0.837248322147651,0.20607028753993606,
2010-10-28,,,,0.8375209380234506,0.2089314194577353,
2010-10-29,,,,0.8377926421404682,0.29299363057324845,
2010-10-30,,,,0.8397328881469115,0.2941176470588235,
2010-10-31,,,,0.8533333333333334,0.2952380952380952,
2010-11-01,,,,0.8668885191347754,0.3977812995245642,
2010-11-02,,,,0.8770764119601329,0.4113924050632911,
2010-11-03,,,,0.8839137645107794,0.4312796208530806,
2010-11-04,,,,0.890728476821192,0.4337539432176656,
2010-11-05,,,,0.9024793388429752,0.4377952755905512,
2010-11-06,,,,0.905940594059406,0.4386792452830188,
2010-11-07,,,,0.9110378912685337,0.4411302982731554,
2010-11-08,,,,0.912828947368421,0.445141065830721,
2010-11-09,,,,0.9146141215106732,0.27699530516431925,
2010-11-10,,,,0.9163934426229509,0.27812499999999996,
2010-11-11,,,,0.9181669394435352,0.2839313572542902,
2010-11-12,,,,0.9199346405228758,0.2881619937694704,
2010-11-13,,,,0.9200652528548124,0.31570762052877144,
2010-11-14,,,,0.9234527687296417,0.31677018633540377,
2010-11-15,,,,0.9235772357723577,0.3178294573643411,
2010-11-16,,,,0.922077922077922,0.27244582043343657,
2010-11-17,,,,0.9205834683954619,0.27202472952086554,
2010-11-18,,,,0.9239482200647249,0.27469135802469136,
2010-11-19,,,,0.925686591276252,0.27580893682588603,
2010-11-20,,,,0.9258064516129032,0.2692307692307693,
2010-11-21,,,,0.9227053140096618,0.22427035330261136,
2010-11-22,,,,0.9244372990353698,0.13496932515337423,
2010-11-23,,,,0.9261637239165329,0.13016845329249616,
2010-11-24,,,,0.9230769230769231,0.12385321100917435,
2010-11-25,,,,0.9232,0.11908396946564881,
2010-11-26,,,,0.9153354632587859,0.11890243902439024,
2010-11-27,,,,0.9170653907496013,0.1126331811263318,
2010-11-28,,,,0.9156050955414012,0.11246200607902734,
2010-11-29,,,,0.9125596184419714,0.11229135053110773,
2010-11-30,,,,0.9095238095238095,0.11212121212121207,
2010-12-01,,,,0.9064976228209192,0.11346444780635401,
2010-12-02,,,,0.9003164556962026,0.11178247734138969,
2010-12-03,,,,0.8988941548183255,0.11161387631975872,
2010-12-04,,,,0.8958990536277602,0.11144578313253017,
2010-12-05,,,,0.8944881889763779,0.11428571428571432,
2010-12-06,,,,0.8930817610062893,0.11111111111111116,
2010-12-07,,,,0.8916797488226059,0.11094452773613195,
2010-12-08,,,,0.8887147335423198,0.1107784431137725,
2010-12-09,,,,0.8826291079812206,0.1360239162929746,
2010-12-10,,,,0.8796875,0.13432835820895528,
2010-12-11,,,,0.8767550702028081,0.13412816691505214,
2010-12-12,,,,0.8722741433021807,0.12797619047619047,
2010-12-13,,,,0.8709175738724728,0.1263001485884101,
2010-12-14,,,,0.8664596273291926,0.10979228486646886,
2010-12-15,,,,0.862015503875969,0.10962962962962963,
2010-12-16,,,,0.8622291021671826,0.12573964497041423,
2010-12-17,,,,0.8608964451313755,0.11521418020679464,
2010-12-18,,,,0.8549382716049383,0.10914454277286134,
2010-12-19,,,,0.8428351309707242,0.10898379970544914,
2010-12-20,,,,0.84,0.11029411764705888,
2010-12-21,,,,0.8417818740399385,0.1468428781204112,
2010-12-22,,,,0.8420245398773006,0.1671554252199413,
2010-12-23,,,,0.8346094946401225,0.19472913616398246,
2010-12-24,,,,0.8333333333333334,0.216374269005848,
2010-12-25,,,,0.8229007633587786,0.22773722627737225,
2010-12-26,,,,0.8155487804878049,0.2142857142857143,
2010-12-27,,,,0.8097412480974124,0.2620087336244541,
2010-12-28,,,,0.8054711246200608,0.25290697674418605,
2010-12-29,,,,0.8012139605462822,0.22931785195936139,
2010-12-30,,,,0.7954545454545454,0.2072463768115942,
2010-12-31,,,,0.7912254160363086,0.20694645441389292,
2011-01-01,,,,0.770392749244713,0.20809248554913296,
2011-01-02,,,,0.7631975867269984,0.2063492063492064,
2011-01-03,,,,0.7530120481927711,0.2060518731988472,
2011-01-04,,,,0.7308270676691729,0.162589928057554,
2011-01-05,,,,0.6861861861861862,0.16091954022988508,
2011-01-06,,,,0.6656671664167916,0.15925394548063132,
2011-01-07,,,,0.6392215568862275,0.15902578796561606,
2011-01-08,,,,0.6203288490284006,0.15736766809728187,
2011-01-09,,,,0.6059701492537314,0.15714285714285714,
2011-01-10,,,,0.6035767511177347,0.15549215406562056,
2011-01-11,,,,0.5952380952380952,0.1581196581196581,
2011-01-12,,,,0.5854383358098069,0.16500711237553345,
2011-01-13,,,,0.5830860534124629,0.16619318181818177,
2011-01-14,,,,0.5777777777777777,0.16879432624113477,
2011-01-15,,,,0.5562130177514792,0.16713881019830024,
2011-01-16,,,,0.5480059084194978,0.1669024045261669,
2011-01-17,,,,0.5457227138643068,0.1765536723163842,
2011-01-18,,,,0.5493372606774669,0.1734837799717912,
2011-01-19,,,,0.5308823529411765,0.17464788732394365,
2011-01-20,,,,0.5256975036710719,0.17862165963431786,
2011-01-21,,,,0.5058651026392962,0.1825842696629213,
2011-01-22,,,,0.5021961932650073,0.18513323983169705,
2011-01-23,,,,0.4926900584795322,0.15966386554621848,
2011-01-24,,,,0.4905109489051095,0.14265734265734265,
2011-01-25,,,,0.4839650145772595,0.13687150837988826,
2011-01-26,,,,0.48180494905385735,0.1366806136680614,
2011-01-27,,,,0.46656976744186046,0.11142061281337046,
2011-01-28,,,,0.46008708272859217,0.1084840055632823,
2011-01-29,,,,0.45217391304347826,0.11111111111111116,
2011-01-30,,,,0.447178002894356,0.10263522884882104,
2011-01-31,,,,0.4436416184971098,0.0817174515235457,
2011-02-01,,,,0.43434343434343436,0.0774550484094052,
2011-02-02,,,,0.42939481268011526,0.07734806629834257,
2011-02-03,,,,0.4302158273381295,0.07862068965517244,
2011-02-04,,,,0.4468390804597701,0.07851239669421484,
2011-02-05,,,,0.46771879483500717,0.07977991746905089,
2011-02-06,,,,0.4813753581661891,0.07967032967032972,
2011-02-07,,,,0.48497854077253216,0.07818930041152261,
2011-02-08,,,,0.49,0.07808219178082187,
2011-02-09,,,,0.49358059914407987,0.07797537619699046,
2011-02-10,,,,0.5056980056980057,0.0806010928961749,
2011-02-11,,,,0.5163584637268848,0.068212824010914,
2011-02-12,,,,0.5198863636363636,0.06539509536784738,
2011-02-13,,,,0.5234042553191489,0.058503401360544216,
2011-02-14,,,,0.5382436260623229,0.05434782608695654,
2011-02-15,,,,0.5502121640735502,0.012211668928086894,
2011-02-16,,,,0.5550847457627118,0.012195121951219523,
2011-02-17,,,,0.5599435825105783,0.009472259810554773,
2011-02-18,,,,0.576056338028169,0.010810810810810811,
2011-02-19,,,,0.5921237693389592,0.009446693657219951,
2011-02-20,,,,0.598314606741573,0.008086253369272267,
2011-02-21,,,,0.6100981767180925,0.008075370121130576,
2011-02-22,,,,0.6190476190476191,0.010752688172043001,
2011-02-23,,,,0.627972027972028,0.012080536912751683,
2011-02-24,,,,0.6466480446927374,0.012064343163538882,
2011-02-25,,,,0.6694560669456067,0.016064257028112428,
2011-02-26,,,,0.6908077994428969,0.018716577540106916,
2011-02-27,,,,0.7148817802503477,0.01869158878504673,
2011-02-28,,,,0.7597222222222222,0.009333333333333305,
2011-03-01,,,,0.7669902912621359,0.007989347536617841,
2011-03-02,,,,0.7728531855955678,0.03590425531914898,
2011-03-03,,,,0.7856154910096819,0.03718459495351922,
2011-03-04,,,,0.8052486187845304,0.0,
2011-03-05,,,,0.8179310344827586,0.0,
2011-03-06,,,,0.8402203856749312,0.0,
2011-03-07,,,,0.859697386519945,0.0,
2011-03-08,,,,0.8681318681318682,0.0,
2011-03-09,,,,0.8710562414266118,0.0,
2011-03-10,,,,0.8726027397260274,0.0,
2011-03-11,,,,0.8727770177838577,0.0,
2011-03-12,,,,0.8688524590163934,0.0,
2011-03-13,,,,0.8717598908594816,0.0,
2011-03-14,,,,0.8664850136239782,0.0,
2011-03-15,,,,0.8625850340136054,0.0,
2011-03-16,,,,0.8600543478260869,0.0,
2011-03-17,,,,0.858887381275441,0.0013037809647978849,
2011-03-18,,,,0.8550135501355014,0.0,
2011-03-19,,,,0.8484438430311232,0.0,
2011-03-20,,,,0.8364864864864865,0.0,
2011-03-21,,,,0.8164642375168691,0.0,
2011-03-22,,,,0.8153638814016172,0.0,
2011-03-23,,,,0.8075370121130552,0.0,
2011-03-24,,,,0.7970430107526881,0.0,
2011-03-25,,,,0.7906040268456376,0.0,
2011-03-26,,,,0.7694369973190348,0.0,
2011-03-27,,,,0.749665327978581,0.0,
2011-03-28,,,,0.732620320855615,0.0,
2011-03-29,,,,0.6822429906542056,0.0,
2011-03-30,,,,0.644,0.0,
2011-03-31,,,,0.625832223701731,0.0,
2011-04-01,,,,0.625,0.0,
2011-04-02,,,,0.601593625498008,0.0,
2011-04-03,,,,0.5875331564986738,0.0025510204081632404,
2011-04-04,,,,0.5576158940397351,0.0,
2011-04-05,,,,0.5013227513227513,0.0,
2011-04-06,,,,0.4464993394980185,0.0,
2011-04-07,,,,0.3891820580474934,0.0,
2011-04-08,,,,0.37812911725955206,0.0,
2011-04-09,,,,0.3736842105263158,0.0,
2011-04-10,,,,0.37056504599211565,0.0012642225031606058,
2011-04-11,,,,0.3648293963254593,0.0063131313131312705,
2011-04-12,,,,0.35386631716906947,0.0,
2011-04-13,,,,0.35209424083769636,0.0,
2011-04-14,,,,0.35947712418300654,0.0,
2011-04-15,,,,0.360313315926893,0.0,
2011-04-16,,,,0.34810951760104303,0.0,
2011-04-17,,,,0.3411458333333333,0.0,
2011-04-18,,,,0.3459037711313394,0.0012515644555695093,
2011-04-19,,,,0.34935064935064936,0.0012499999999999734,
2011-04-20,,,,0.34889753566796367,0.0,
2011-04-21,,,,0.3380829015544041,0.0012468827930174342,
2011-04-22,,,,0.34023285899094435,0.008717310087173136,
2011-04-23,,,,0.3385012919896641,0.02238805970149249,
2011-04-24,,,,0.33419354838709675,0.023602484472049712,
2011-04-25,,,,0.3324742268041237,0.02481389578163773,
2011-04-26,,,,0.3474903474903475,0.022304832713754608,
2011-04-27,,,,0.36246786632390743,0.025990099009901013,
2011-04-28,,,,0.3722721437740693,0.021013597033374576,
2011-04-29,,,,0.38076923076923075,0.014814814814814836,
2011-04-30,,,,0.39180537772087065,0.009864364981504337,
2011-05-01,,,,0.38618925831202044,0.008620689655172376,
2011-05-02,,,,0.3933588761174968,0.0012300123001229846,
2011-05-03,,,,0.399234693877551,0.0012285012285012664,
2011-05-04,,,,0.4229299363057325,0.0012269938650306678,
2011-05-05,,,,0.4707379134860051,0.003676470588235281,
2011-05-06,,,,0.49555273189326554,0.0,
2011-05-07,,,,0.5177664974619289,0.0,
2011-05-08,,,,0.5361216730038023,0.0,
2011-05-09,,,,0.5430379746835443,0.0,
2011-05-10,,,,0.5562579013906448,0.0,
2011-05-11,,,,0.5681818181818182,0.0,
2011-05-12,,,,0.5863808322824716,0.0,
2011-05-13,,,,0.5944584382871536,0.0,
2011-05-14,,,,0.5974842767295597,0.0,
2011-05-15,,,,0.6118090452261307,0.001210653753026647,
2011-05-16,,,,0.6348808030112923,0.0,
2011-05-17,,,,0.6679197994987469,0.0,
2011-05-18,,,,0.688360450563204,0.0,
2011-05-19,,,,0.71875,0.0,
2011-05-20,,,,0.7503121098626716,0.0,
2011-05-21,,,,0.7880299251870324,0.0,
2011-05-22,,,,0.8094645080946451,0.0,
2011-05-23,,,,0.8271144278606966,0.0,
2011-05-24,,,,0.8621118012422361,0.0,
2011-05-25,,,,0.890818858560794,0.0,
2011-05-26,,,,0.8946716232961586,0.0,
2011-05-27,,,,0.9022277227722773,0.0,
2011-05-28,,,,0.9060568603213844,0.0,
2011-05-29,,,,0.9135802469135802,0.0,
2011-05-30,,,,0.9284833538840938,0.0,
2011-05-31,,,,0.9384236453201971,0.0,
2011-06-01,,,,0.9434194341943419,0.0,
2011-06-02,,,,0.9447174447174447,0.0,
2011-06-03,,,,0.9460122699386503,0.0,
2011-06-04,,,,0.9473039215686274,0.0,
2011-06-05,,,,0.9473684210526315,0.0,
2011-06-06,,,,0.9474327628361858,0.0,
2011-06-07,,,,0.9499389499389499,0.0,
2011-06-08,,,,0.9512195121951219,0.0,
2011-06-09,,,,0.951278928136419,0.0,
2011-06-10,,,,0.9525547445255474,0.0,
2011-06-11,,,,0.9526123936816525,0.0,
2011-06-12,,,,0.9538834951456311,0.0,
2011-06-13,,,,0.9563636363636364,0.0,
2011-06-14,,,,0.9539951573849879,0.0,
2011-06-15,,,,0.9564691656590084,0.0,
2011-06-16,,,,0.9565217391304348,0.0,
2011-06-17,,,,0.9565741857659831,0.0,
2011-06-18,,,,0.9542168674698795,0.0,
2011-06-19,,,,0.9554753309265944,0.0,
2011-06-20,,,,0.9519230769230769,0.0,
2011-06-21,,,,0.9507803121248499,0.0011587485515642815,
2011-06-22,,,,0.9496402877697842,0.0023148148148147696,
2011-06-23,,,,0.9437125748502994,0.0011560693641619046,
2011-06-24,,,,0.9401913875598086,0.0,
2011-06-25,,,,0.9366786140979689,0.0,
2011-06-26,,,,0.9331742243436754,0.0,
2011-06-27,,,,0.929678188319428,0.0,
2011-06-28,,,,0.9285714285714286,0.0,
2011-06-29,,,,0.9239001189060642,0.0,
2011-06-30,,,,0.9239904988123515,0.0011467889908256534,
2011-07-01,,,,0.9264531435349941,0.0034364261168384758,
2011-07-02,,,,0.9206161137440758,0.004576659038901587,
2011-07-03,,,,0.919526627218935,0.005714285714285672,
2011-07-04,,,,0.9160756501182034,0.007990867579908634,
2011-07-05,,,,0.9138134592680047,0.010262257696693311,
2011-07-06,,,,0.910377358490566,0.009111617312072884,
2011-07-07,,,,0.9069493521790342,0.011376564277588153,
2011-07-08,,,,0.9035294117647059,0.013636363636363669,
2011-07-09,,,,0.900117508813161,0.022701475595913734,
2011-07-10,,,,0.8791079812206573,0.024943310657596363,
2011-07-11,,,,0.8663540445486518,0.027180067950169917,
2011-07-12,,,,0.8559718969555035,0.02828054298642535,
2011-07-13,,,,0.8514619883040936,0.031638418079096065,
2011-07-14,,,,0.8492990654205608,0.033860045146726914,
2011-07-15,,,,0.8424737456242707,0.03494926719278468,
